"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"Lon";"Lat";"lon";"lat"
"2639";2639;"";"2009-11-06";"Przednia 16";"bud.mieszkalne jednorodzinne";"budowy budynku mieszkalnego jednorodzinnego";"nowe";"2009-10-02";"34741/09";"204/09";"2009-11-06";2009;10;"2009-10-01";26;NA;NA;16,929581;51,123458
"2640";2640;"";"2009-11-06";"Nowowiejska 30";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodz";"przebudowa";"2009-10-28";"38078/09";"2206/09";"2009-11-06";2009;10;"2009-10-01";8;NA;NA;17,0485219;51,1238589
"2641";2641;"";"2009-11-06";"Marszowice";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego ";"nowe";"2009-09-09";"31846/09";"2207/09";"2009-11-06";2009;9;"2009-09-01";43;NA;NA;16,8855026;51,1698498
"2642";2642;"";"2009-11-06";"Sycowska 22A";"bud.szkÛ≥ i instytucji badawczych";"przy≥πcza gazowego niskiego ciúnienia dla budynku";"przy≥πcze";"2009-10-19";"36565/09";"2208/09";"2009-11-06";2009;10;"2009-10-01";15;NA;NA;17,1095936;51,1468843
"2643";2643;"";"2009-11-06";"Pocztowa 16/18";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa istniejπcej úcianki luksferowej na klatce ";"przebudowa";"2009-10-22";"37240/09";"2209/09";"2009-11-06";2009;10;"2009-10-01";12;NA;NA;17,015462;51,086664
"2644";2644;"";"2009-11-06";"Mochnackiego Maurycego 19";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnetrznej instalacji gazowej niskiego ";"inst.wewnÍtrzna";"2009-10-29";"38250/09";"2210/09";"2009-11-06";2009;10;"2009-10-01";7;NA;NA;17,0383455;51,142097
"2645";2645;"";"2009-11-06";"Czechowicka 4";"bud.mieszkalne jednorodzinne";"przebudowa dwÛch pomieszczeÒ mieszkalnych ";"przebudowa";"2009-10-22";"37242/09";"2211/09";"2009-11-06";2009;10;"2009-10-01";12;NA;NA;17,0826778;51,0816482
"2646";2646;"";"2009-11-06";"MiÍdzyleska 5";"zbiorniki,silosy i bud.magazynowe";"wzmocnienie uszkodzonych p≥atwiw dwÛch wiatach ";"przebudowa";"2009-09-23";"33491/09";"2212/09";"2009-11-06";2009;9;"2009-09-01";33;NA;NA;17,067905;51,079356
"2647";2647;"";"2009-11-06";"Nowowiejska 18";"bud.handlowo-uslugowe";"wew.instalacja gazu w lokalu uøytkowym";"inst.wewnÍtrzna";"2009-09-30";"34344/09";"2213/09";"2009-11-06";2009;9;"2009-09-01";28;NA;NA;17,0473739;51,1243119
"2648";2648;"";"2009-11-06";"Starom≥yÒska";"linie elektroener.i telekom.rozdzielcz.";"bud.przy≥πcza energet.n/n.";"przy≥πcze";"2009-09-24";"33761/09";"2214/09";"2009-11-06";2009;9;"2009-09-01";32;NA;NA;17,0404234;51,115305
"2649";2649;"";"2009-11-06";"BrzeziÒska 6";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w bud.mieszkalnym";"inst.wewnÍtrzna";"2009-10-14";"36165/09";"2215/09";"2009-11-06";2009;10;"2009-10-01";18;NA;NA;16,8668235;51,1484972
"2650";2650;"";"2009-11-06";"Marszowicka 4";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w budynku mieszkaln";"inst.wewnÍtrzna";"2009-10-14";"36162/09";"2216/09";"2009-11-06";2009;10;"2009-10-01";18;NA;NA;16,890241;51,166883
"2651";2651;"";"2009-11-06";"Mi≥oszycka 31";"bud.mieszkalne jednorodzinne";"przy≥πcze gazu do budynku iwew.instalacja gazu";"przy≥.+ins.wew";"2009-10-30";"38436/09";"2217/09";"2009-11-06";2009;10;"2009-10-01";6;NA;NA;17,125916;51,117224
"2652";2652;"";"2009-11-06";"Piastowska 1-13";"linie telekomunikacyjne ";"rozbudowa stacji bazowej tel.komÛrkowej";"rozbudowa";"2009-09-15";"32516/09";"2218/09";"2009-11-06";2009;9;"2009-09-01";39;NA;NA;17,0612679;51,1124979
"2653";2653;"";"2009-11-06";"Przesiecka 34";"bud.mieszkalne jednorodzinne";"rozbudowa i przebudowa budynku mieszkalnego jednor";"rozbudowa";"2009-09-08";"31597/09";"2219/09";"2009-11-06";2009;9;"2009-09-01";44;NA;NA;16,8982462;51,1472417
"2654";2654;"";"2009-11-06";"Hallera JÛzefa Gen. Aleja 103";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2009-09-18";"33050/09";"2220/09";"2009-11-06";2009;9;"2009-09-01";36;NA;NA;16,9940211;51,0905305
"2655";2655;"";"2009-11-06";"Zachodnia 18 A";"ulice i drogi pozosta≥e";"zabud.istniej.schodÛw zawnÍtrz.";"rozbudowa";"2009-10-15";"36279/09";"2221/09";"2009-11-06";2009;10;"2009-10-01";17;NA;NA;17,0081099;51,116374
"2656";2656;"";"2009-11-06";"Bierutowska 2";"bud.o trzech i wiÍcej mieszkaniach";"budowa obiektu budowlanego stanowiπcego zespol ";"nowe";"2009-09-02";"31038/09";"2222/09";"2009-11-06";2009;9;"2009-09-01";48;NA;NA;17,115726;51,147796
"2657";2657;"";"2009-11-09";"Grawerska 9";"bud.mieszkalne jednorodzinne";"umarzam jako bezprzedmiotowe-budynek jednor";"nowe";"2009-09-22";"33347/09";"321/09";"2009-11-09";2009;9;"2009-09-01";35;NA;NA;17,0159626;51,175901
"2658";2658;"";"2009-11-09";"Marszowice";"bud.mieszkalne jednorodzinne";"dom jednorodzinny";"nowe";"2009-09-09";"31844/09";"2223/09";"2009-11-09";2009;9;"2009-09-01";44;NA;NA;16,8855026;51,1698498
"2659";2659;"";"2009-11-09";"Kniaziewicza Karola Gen. 7";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa czÍúci dachu nad lokalem mieszkalnym ";"przebudowa";"2009-10-19";"36558/09";"2224/09";"2009-11-09";2009;10;"2009-10-01";16;NA;NA;17,0409083;51,1019658
"2660";2660;"";"2009-11-09";"Ekspresowa 6";"bud.mieszkalne jednorodzinne";"budynku mieszkalnego jednorodzinnego ";"nowe";"2009-09-17";"32895/09";"2225/09";"2009-11-09";2009;9;"2009-09-01";38;NA;NA;17,063451;51,0622479
"2661";2661;"";"2009-11-09";"Tomaszowska 8";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa i zmiana sposobu uøytkowania pomieszczeÒ podd";"przebudowa";"2009-09-29";"34258/09";"2226/09";"2009-11-09";2009;9;"2009-09-01";30;NA;NA;17,039193;51,090252
"2662";2662;"";"2009-11-09";"ChiÒska 4";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa czÍúci mieszkaÒ na ≥azienki";"przebudowa";"2009-10-15";"36340/09";"2227/09";"2009-11-09";2009;10;"2009-10-01";18;NA;NA;17,084286;51,0597439
"2663";2663;"";"2009-11-09";"SzczeciÒska 5 D";"bud.biurowe";"nadbudowa i przebudowa czÍúci ";"rozbudowa";"2009-09-07";"31488/09";"2228/09";"2009-11-09";2009;9;"2009-09-01";46;NA;NA;16,9364845;51,1250852
"2664";2664;"";"2009-11-09";"Poniatowskiego JÛzefa KsiÍcia 10";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji podwÛrzowej budynku wielorodz";"przebudowa";"2009-10-20";"36817/09";"2229/09";"2009-11-09";2009;10;"2009-10-01";15;NA;NA;17,0423798;51,1201411
"2665";2665;"";"2009-11-09";"Romanowskiego Mieczys≥awa 26";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-09-07";"31422/09";"2230/09";"2009-11-09";2009;9;"2009-09-01";46;NA;NA;17,0380816;51,1410071
"2666";2666;"";"2009-11-09";"Turniejowa 12";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkaÒ  w budynkach";"przebudowa";"2009-09-22";"33398/09";"2231/09";"2009-11-09";2009;9;"2009-09-01";35;NA;NA;17,008271;51,06982
"2667";2667;"";"2009-11-09";"Przejazdowa 3";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-09-28";"34116/09";"2232/09";"2009-11-09";2009;9;"2009-09-01";31;NA;NA;17,0773939;51,147734
"2668";2668;"";"2009-11-09";"Reja Miko≥aja 23";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instalacji gazowej w lokalu ";"inst.wewnÍtrzna";"2009-10-12";"35796/09";"2233/09";"2009-11-09";2009;10;"2009-10-01";21;NA;NA;17,0583186;51,1162844
"2669";2669;"";"2009-11-09";"Sk≥adowa 1/3";"bud.biurowe";"przebudowa czÍúci pomieszczeÒ laboratorium ";"przebudowa";"2009-10-19";"36641/09";"2234/09";"2009-11-09";2009;10;"2009-10-01";16;NA;NA;17,0274095;51,1199663
"2670";2670;"";"2009-11-10";"SkarøyÒskiego Stanis≥awa Pp≥k";"rurociπgi kanalizac.sieci ";"umarzam postÍpowanie";"nowe";"2009-09-14";"32378/09";"53/09";"2009-11-10";2009;9;"2009-09-01";42;NA;NA;16,8997552;51,1080554
"2671";2671;"";"2009-11-10";"Wa≥brzyska 28";"linie telekomunikacyjne ";"przebudowy stacji bazowej telefonii cyfrowej bts ";"przebudowa";"2009-09-11";"32092/09";"205/09";"2009-11-10";2009;9;"2009-09-01";43;NA;NA;16,9774949;51,064589
"2672";2672;"";"2009-11-10";"åredzka";"";"reklama";"reklama";"2009-10-02";"34727/09";"206/09";"2009-11-10";2009;10;"2009-10-01";28;NA;NA;16,8447832;51,1484762
"2673";2673;"";"2009-11-10";"Witelona Erazma Cio≥ka 8";"bud.mieszkalne jednorodzinne";"rozbudowa i przebudowa budynku gospodarczego";"przebudowa";"2009-08-31";"30797/09";"207/09";"2009-11-10";2009;8;"2009-08-01";52;NA;NA;17,0385376;51,1078852
"2674";2674;"";"2009-11-10";"Monte Cassino 65";"bud.o trzech i wiÍcej mieszkaniach";"rozbudowa wewnÍtrznej instalacji gazowej w mieszk";"inst.wewnÍtrzna";"2009-10-07";"35238/09";"2236/09";"2009-11-10";2009;10;"2009-10-01";25;NA;NA;17,1063659;51,107468
